datetime_utc,temp_c,rh_pct,rain_mm,is_day,sunshine_sec,shortwave_wm2,wind_speed_ms,datetime_local,date,hour,dow,datetime_hour,RRP,TOTALDEMAND,REGION,datetime_utc_dt,is_weekend
2025-07-06 05:00:00+00:00,19.742,65.0,0.0,1.0,3600.0,268.0,11.183201,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,50.14694330513708,6175.346718169028,NSW1,2025-07-06 05:00:00+00:00,True
2025-07-06 05:00:00+00:00,19.742,65.0,0.0,1.0,3600.0,268.0,11.183201,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,38.3029142735678,9541.018406964587,NSW1,2025-07-06 05:00:00+00:00,True
2025-07-06 06:00:00+00:00,19.842,61.0,0.0,1.0,1288.5284,129.0,9.779817,2025-07-06 06:00:00+00:00,2025-07-06,16,6,2025-07-06 06:00:00+00:00,38.926441114007865,8932.09362831775,NSW1,2025-07-06 06:00:00+00:00,True
2025-07-06 06:00:00+00:00,19.842,61.0,0.0,1.0,1288.5284,129.0,9.779817,2025-07-06 06:00:00+00:00,2025-07-06,16,6,2025-07-06 06:00:00+00:00,42.3146638522776,7950.903264725952,NSW1,2025-07-06 06:00:00+00:00,True
2025-07-06 07:00:00+00:00,18.442,67.0,0.0,0.0,0.0,27.0,6.519877,2025-07-06 07:00:00+00:00,2025-07-06,17,6,2025-07-06 07:00:00+00:00,78.90623368613538,9925.645755928452,NSW1,2025-07-06 07:00:00+00:00,True
2025-07-06 07:00:00+00:00,18.442,67.0,0.0,0.0,0.0,27.0,6.519877,2025-07-06 07:00:00+00:00,2025-07-06,17,6,2025-07-06 07:00:00+00:00,87.0112360564944,15082.501001616083,NSW1,2025-07-06 07:00:00+00:00,True
2025-07-06 08:00:00+00:00,16.892,71.0,0.0,0.0,0.0,0.0,5.1544156,2025-07-06 08:00:00+00:00,2025-07-06,18,6,2025-07-06 08:00:00+00:00,76.25192395855622,9958.528524961166,NSW1,2025-07-06 08:00:00+00:00,True
2025-07-06 08:00:00+00:00,16.892,71.0,0.0,0.0,0.0,0.0,5.1544156,2025-07-06 08:00:00+00:00,2025-07-06,18,6,2025-07-06 08:00:00+00:00,105.00561711020224,10926.681070203966,NSW1,2025-07-06 08:00:00+00:00,True
2025-07-06 09:00:00+00:00,15.792,75.0,0.0,0.0,0.0,0.0,7.0911775,2025-07-06 09:00:00+00:00,2025-07-06,19,6,2025-07-06 09:00:00+00:00,82.813813648768,9237.104160812682,NSW1,2025-07-06 09:00:00+00:00,True
2025-07-06 09:00:00+00:00,15.792,75.0,0.0,0.0,0.0,0.0,7.0911775,2025-07-06 09:00:00+00:00,2025-07-06,19,6,2025-07-06 09:00:00+00:00,82.52668446949113,9589.381968010606,NSW1,2025-07-06 09:00:00+00:00,True
2025-07-06 10:00:00+00:00,15.092,72.0,0.0,0.0,0.0,0.0,7.9036193,2025-07-06 10:00:00+00:00,2025-07-06,20,6,2025-07-06 10:00:00+00:00,80.82170093484584,11110.789222623473,NSW1,2025-07-06 10:00:00+00:00,True
2025-07-06 10:00:00+00:00,15.092,72.0,0.0,0.0,0.0,0.0,7.9036193,2025-07-06 10:00:00+00:00,2025-07-06,20,6,2025-07-06 10:00:00+00:00,106.7617084806435,11146.366711419638,NSW1,2025-07-06 10:00:00+00:00,True
2025-07-06 11:00:00+00:00,13.342,78.0,0.0,0.0,0.0,0.0,5.95906,2025-07-06 11:00:00+00:00,2025-07-06,21,6,2025-07-06 11:00:00+00:00,122.58147511177027,13600.209963562444,NSW1,2025-07-06 11:00:00+00:00,True
2025-07-06 11:00:00+00:00,13.342,78.0,0.0,0.0,0.0,0.0,5.95906,2025-07-06 11:00:00+00:00,2025-07-06,21,6,2025-07-06 11:00:00+00:00,108.7505864538216,10113.12881565158,NSW1,2025-07-06 11:00:00+00:00,True
2025-07-06 12:00:00+00:00,10.842,92.0,0.0,0.0,0.0,0.0,5.00128,2025-07-06 12:00:00+00:00,2025-07-06,22,6,2025-07-06 12:00:00+00:00,55.3426450148763,6631.191914184729,NSW1,2025-07-06 12:00:00+00:00,True
2025-07-06 12:00:00+00:00,10.842,92.0,0.0,0.0,0.0,0.0,5.00128,2025-07-06 12:00:00+00:00,2025-07-06,22,6,2025-07-06 12:00:00+00:00,41.30412711556122,9505.790362997008,NSW1,2025-07-06 12:00:00+00:00,True
2025-07-06 13:00:00+00:00,10.392,90.0,0.0,0.0,0.0,0.0,4.0249224,2025-07-06 13:00:00+00:00,2025-07-06,23,6,2025-07-06 13:00:00+00:00,50.91604734719515,8100.771362997834,NSW1,2025-07-06 13:00:00+00:00,True
2025-07-06 13:00:00+00:00,10.392,90.0,0.0,0.0,0.0,0.0,4.0249224,2025-07-06 13:00:00+00:00,2025-07-06,23,6,2025-07-06 13:00:00+00:00,64.83698455178926,9267.23465687069,NSW1,2025-07-06 13:00:00+00:00,True
2025-07-06 14:00:00+00:00,9.642,89.0,0.0,0.0,0.0,0.0,4.0249224,2025-07-06 14:00:00+00:00,2025-07-07,0,0,2025-07-06 14:00:00+00:00,51.98127711598049,8732.964676542284,NSW1,2025-07-06 14:00:00+00:00,False
2025-07-06 14:00:00+00:00,9.642,89.0,0.0,0.0,0.0,0.0,4.0249224,2025-07-06 14:00:00+00:00,2025-07-07,0,0,2025-07-06 14:00:00+00:00,33.559522476085014,8818.310596768344,NSW1,2025-07-06 14:00:00+00:00,False
2025-07-06 15:00:00+00:00,8.842,89.0,0.0,0.0,0.0,0.0,3.4152596,2025-07-06 15:00:00+00:00,2025-07-07,1,0,2025-07-06 15:00:00+00:00,49.84365373155592,8276.455484622535,NSW1,2025-07-06 15:00:00+00:00,False
2025-07-06 15:00:00+00:00,8.842,89.0,0.0,0.0,0.0,0.0,3.4152596,2025-07-06 15:00:00+00:00,2025-07-07,1,0,2025-07-06 15:00:00+00:00,60.38744679290032,5357.774512775757,NSW1,2025-07-06 15:00:00+00:00,False
2025-07-06 16:00:00+00:00,7.9419994,91.0,0.0,0.0,0.0,0.0,3.319036,2025-07-06 16:00:00+00:00,2025-07-07,2,0,2025-07-06 16:00:00+00:00,61.76742087914837,7966.578873174335,NSW1,2025-07-06 16:00:00+00:00,False
2025-07-06 16:00:00+00:00,7.9419994,91.0,0.0,0.0,0.0,0.0,3.319036,2025-07-06 16:00:00+00:00,2025-07-07,2,0,2025-07-06 16:00:00+00:00,76.31893837181777,7306.573221432403,NSW1,2025-07-06 16:00:00+00:00,False
2025-07-06 17:00:00+00:00,7.6419997,88.0,0.0,0.0,0.0,0.0,3.0758414,2025-07-06 17:00:00+00:00,2025-07-07,3,0,2025-07-06 17:00:00+00:00,60.95256207687323,7748.893637870411,NSW1,2025-07-06 17:00:00+00:00,False
2025-07-06 17:00:00+00:00,7.6419997,88.0,0.0,0.0,0.0,0.0,3.0758414,2025-07-06 17:00:00+00:00,2025-07-07,3,0,2025-07-06 17:00:00+00:00,28.731220822431887,8778.744766331738,NSW1,2025-07-06 17:00:00+00:00,False
2025-07-06 18:00:00+00:00,7.1419997,93.0,0.0,0.0,0.0,0.0,3.671294,2025-07-06 18:00:00+00:00,2025-07-07,4,0,2025-07-06 18:00:00+00:00,55.71088217622341,5690.737221760343,NSW1,2025-07-06 18:00:00+00:00,False
2025-07-06 18:00:00+00:00,7.1419997,93.0,0.0,0.0,0.0,0.0,3.671294,2025-07-06 18:00:00+00:00,2025-07-07,4,0,2025-07-06 18:00:00+00:00,31.313210554613875,9344.115380595744,NSW1,2025-07-06 18:00:00+00:00,False
2025-07-06 19:00:00+00:00,6.792,91.0,0.0,0.0,0.0,0.0,3.6179552,2025-07-06 19:00:00+00:00,2025-07-07,5,0,2025-07-06 19:00:00+00:00,35.46992486088068,9139.52851998212,NSW1,2025-07-06 19:00:00+00:00,False
2025-07-06 19:00:00+00:00,6.792,91.0,0.0,0.0,0.0,0.0,3.6179552,2025-07-06 19:00:00+00:00,2025-07-07,5,0,2025-07-06 19:00:00+00:00,38.866842098106375,8020.042200554115,NSW1,2025-07-06 19:00:00+00:00,False
2025-07-06 20:00:00+00:00,6.592,90.0,0.0,0.0,0.0,0.0,3.671294,2025-07-06 20:00:00+00:00,2025-07-07,6,0,2025-07-06 20:00:00+00:00,38.56640974528974,8462.932445206856,NSW1,2025-07-06 20:00:00+00:00,False
2025-07-06 20:00:00+00:00,6.592,90.0,0.0,0.0,0.0,0.0,3.671294,2025-07-06 20:00:00+00:00,2025-07-07,6,0,2025-07-06 20:00:00+00:00,49.65636984148345,7686.264240237425,NSW1,2025-07-06 20:00:00+00:00,False
2025-07-06 21:00:00+00:00,6.1419997,90.0,0.0,0.0,0.0,0.0,3.8773184,2025-07-06 21:00:00+00:00,2025-07-07,7,0,2025-07-06 21:00:00+00:00,72.60103324754537,13848.588272530276,NSW1,2025-07-06 21:00:00+00:00,False
2025-07-06 21:00:00+00:00,6.1419997,90.0,0.0,0.0,0.0,0.0,3.8773184,2025-07-06 21:00:00+00:00,2025-07-07,7,0,2025-07-06 21:00:00+00:00,93.32255264868584,10241.014120599331,NSW1,2025-07-06 21:00:00+00:00,False
2025-07-06 22:00:00+00:00,6.342,88.0,0.0,1.0,1925.9746,52.0,4.0249224,2025-07-06 22:00:00+00:00,2025-07-07,8,0,2025-07-06 22:00:00+00:00,90.26596038162344,11263.383170663104,NSW1,2025-07-06 22:00:00+00:00,False
2025-07-06 22:00:00+00:00,6.342,88.0,0.0,1.0,1925.9746,52.0,4.0249224,2025-07-06 22:00:00+00:00,2025-07-07,8,0,2025-07-06 22:00:00+00:00,87.59338727856877,9224.179579664293,NSW1,2025-07-06 22:00:00+00:00,False
2025-07-06 23:00:00+00:00,9.392,79.0,0.0,1.0,3600.0,208.0,3.8939953,2025-07-06 23:00:00+00:00,2025-07-07,9,0,2025-07-06 23:00:00+00:00,91.29322836536504,12476.600345332608,NSW1,2025-07-06 23:00:00+00:00,False
2025-07-06 23:00:00+00:00,9.392,79.0,0.0,1.0,3600.0,208.0,3.8939953,2025-07-06 23:00:00+00:00,2025-07-07,9,0,2025-07-06 23:00:00+00:00,73.53202260529666,10819.401435910851,NSW1,2025-07-06 23:00:00+00:00,False
2025-07-07 00:00:00+00:00,12.742,68.0,0.0,1.0,3600.0,359.0,5.8048253,2025-07-07 00:00:00+00:00,2025-07-07,10,0,2025-07-07 00:00:00+00:00,77.01485462313259,7354.543450072765,NSW1,2025-07-07 00:00:00+00:00,False
2025-07-07 00:00:00+00:00,12.742,68.0,0.0,1.0,3600.0,359.0,5.8048253,2025-07-07 00:00:00+00:00,2025-07-07,10,0,2025-07-07 00:00:00+00:00,105.85788314263888,6952.417702481121,NSW1,2025-07-07 00:00:00+00:00,False
2025-07-07 01:00:00+00:00,14.642,61.0,0.0,1.0,3600.0,468.0,6.297428,2025-07-07 01:00:00+00:00,2025-07-07,11,0,2025-07-07 01:00:00+00:00,65.90435595843789,8361.866362961342,NSW1,2025-07-07 01:00:00+00:00,False
2025-07-07 01:00:00+00:00,14.642,61.0,0.0,1.0,3600.0,468.0,6.297428,2025-07-07 01:00:00+00:00,2025-07-07,11,0,2025-07-07 01:00:00+00:00,39.106279878674506,9238.962651992042,NSW1,2025-07-07 01:00:00+00:00,False
2025-07-07 02:00:00+00:00,16.292,51.0,0.0,1.0,3600.0,507.0,12.879752,2025-07-07 02:00:00+00:00,2025-07-07,12,0,2025-07-07 02:00:00+00:00,48.69331002691578,9976.57816305101,NSW1,2025-07-07 02:00:00+00:00,False
2025-07-07 02:00:00+00:00,16.292,51.0,0.0,1.0,3600.0,507.0,12.879752,2025-07-07 02:00:00+00:00,2025-07-07,12,0,2025-07-07 02:00:00+00:00,48.366345235047326,9280.149084667846,NSW1,2025-07-07 02:00:00+00:00,False
2025-07-07 03:00:00+00:00,16.642,46.0,0.0,1.0,3600.0,481.0,15.379206,2025-07-07 03:00:00+00:00,2025-07-07,13,0,2025-07-07 03:00:00+00:00,32.98937083193932,10217.028695794568,NSW1,2025-07-07 03:00:00+00:00,False
2025-07-07 03:00:00+00:00,16.642,46.0,0.0,1.0,3600.0,481.0,15.379206,2025-07-07 03:00:00+00:00,2025-07-07,13,0,2025-07-07 03:00:00+00:00,53.44033956965681,9127.332082426132,NSW1,2025-07-07 03:00:00+00:00,False
2025-07-07 04:00:00+00:00,16.492,47.0,0.0,1.0,3600.0,370.0,15.1884165,2025-07-07 04:00:00+00:00,2025-07-07,14,0,2025-07-07 04:00:00+00:00,37.807409535025855,7956.13727977834,NSW1,2025-07-07 04:00:00+00:00,False
2025-07-07 04:00:00+00:00,16.492,47.0,0.0,1.0,3600.0,370.0,15.1884165,2025-07-07 04:00:00+00:00,2025-07-07,14,0,2025-07-07 04:00:00+00:00,38.333462421376474,8424.079469629203,NSW1,2025-07-07 04:00:00+00:00,False
2025-07-07 05:00:00+00:00,16.442,49.0,0.0,1.0,3600.0,305.0,13.70839,2025-07-07 05:00:00+00:00,2025-07-07,15,0,2025-07-07 05:00:00+00:00,46.497787406477656,7783.605483174359,NSW1,2025-07-07 05:00:00+00:00,False
2025-07-07 05:00:00+00:00,16.442,49.0,0.0,1.0,3600.0,305.0,13.70839,2025-07-07 05:00:00+00:00,2025-07-07,15,0,2025-07-07 05:00:00+00:00,41.139736912008296,7802.217410852273,NSW1,2025-07-07 05:00:00+00:00,False
2025-07-07 06:00:00+00:00,15.342,55.0,0.0,1.0,3600.0,172.0,9.227524,2025-07-07 06:00:00+00:00,2025-07-07,16,0,2025-07-07 06:00:00+00:00,57.48287348725488,8515.47457100626,NSW1,2025-07-07 06:00:00+00:00,False
2025-07-07 06:00:00+00:00,15.342,55.0,0.0,1.0,3600.0,172.0,9.227524,2025-07-07 06:00:00+00:00,2025-07-07,16,0,2025-07-07 06:00:00+00:00,33.48414711221517,10077.051827633692,NSW1,2025-07-07 06:00:00+00:00,False
2025-07-07 07:00:00+00:00,13.742,65.0,0.0,1.0,889.9011,37.0,3.2399998,2025-07-07 07:00:00+00:00,2025-07-07,17,0,2025-07-07 07:00:00+00:00,82.41925899057331,12770.594172201369,NSW1,2025-07-07 07:00:00+00:00,False
2025-07-07 07:00:00+00:00,13.742,65.0,0.0,1.0,889.9011,37.0,3.2399998,2025-07-07 07:00:00+00:00,2025-07-07,17,0,2025-07-07 07:00:00+00:00,78.2962734818014,10981.437108374694,NSW1,2025-07-07 07:00:00+00:00,False
2025-07-07 08:00:00+00:00,12.392,69.0,0.0,0.0,0.0,0.0,3.8268526,2025-07-07 08:00:00+00:00,2025-07-07,18,0,2025-07-07 08:00:00+00:00,100.19121338810484,12753.366573001498,NSW1,2025-07-07 08:00:00+00:00,False
2025-07-07 08:00:00+00:00,12.392,69.0,0.0,0.0,0.0,0.0,3.8268526,2025-07-07 08:00:00+00:00,2025-07-07,18,0,2025-07-07 08:00:00+00:00,92.37174950695427,11455.403509591211,NSW1,2025-07-07 08:00:00+00:00,False
2025-07-07 09:00:00+00:00,10.892,74.0,0.0,0.0,0.0,0.0,3.8939953,2025-07-07 09:00:00+00:00,2025-07-07,19,0,2025-07-07 09:00:00+00:00,65.39712482465656,13119.280423941049,NSW1,2025-07-07 09:00:00+00:00,False
2025-07-07 09:00:00+00:00,10.892,74.0,0.0,0.0,0.0,0.0,3.8939953,2025-07-07 09:00:00+00:00,2025-07-07,19,0,2025-07-07 09:00:00+00:00,74.29160707705621,10603.374447170228,NSW1,2025-07-07 09:00:00+00:00,False
2025-07-07 10:00:00+00:00,9.792,76.0,0.0,0.0,0.0,0.0,3.096837,2025-07-07 10:00:00+00:00,2025-07-07,20,0,2025-07-07 10:00:00+00:00,69.68389003984613,13793.660332492766,NSW1,2025-07-07 10:00:00+00:00,False
2025-07-07 10:00:00+00:00,9.792,76.0,0.0,0.0,0.0,0.0,3.096837,2025-07-07 10:00:00+00:00,2025-07-07,20,0,2025-07-07 10:00:00+00:00,71.38320887785613,11218.741382433249,NSW1,2025-07-07 10:00:00+00:00,False
2025-07-07 11:00:00+00:00,8.941999,78.0,0.0,0.0,0.0,0.0,2.9024127,2025-07-07 11:00:00+00:00,2025-07-07,21,0,2025-07-07 11:00:00+00:00,103.5518942056709,11747.320730111378,NSW1,2025-07-07 11:00:00+00:00,False
2025-07-07 11:00:00+00:00,8.941999,78.0,0.0,0.0,0.0,0.0,2.9024127,2025-07-07 11:00:00+00:00,2025-07-07,21,0,2025-07-07 11:00:00+00:00,91.70755171511532,12534.359667224568,NSW1,2025-07-07 11:00:00+00:00,False
2025-07-07 12:00:00+00:00,7.9919996,80.0,0.0,0.0,0.0,0.0,2.9024127,2025-07-07 12:00:00+00:00,2025-07-07,22,0,2025-07-07 12:00:00+00:00,47.720321700793995,5445.297623220633,NSW1,2025-07-07 12:00:00+00:00,False
2025-07-07 12:00:00+00:00,7.9919996,80.0,0.0,0.0,0.0,0.0,2.9024127,2025-07-07 12:00:00+00:00,2025-07-07,22,0,2025-07-07 12:00:00+00:00,48.032427454985765,11809.712048532578,NSW1,2025-07-07 12:00:00+00:00,False
2025-07-07 13:00:00+00:00,7.092,82.0,0.0,0.0,0.0,0.0,2.9024127,2025-07-07 13:00:00+00:00,2025-07-07,23,0,2025-07-07 13:00:00+00:00,56.73747785170497,7937.180344405051,NSW1,2025-07-07 13:00:00+00:00,False
2025-07-07 13:00:00+00:00,7.092,82.0,0.0,0.0,0.0,0.0,2.9024127,2025-07-07 13:00:00+00:00,2025-07-07,23,0,2025-07-07 13:00:00+00:00,50.61437286911326,7585.409138882902,NSW1,2025-07-07 13:00:00+00:00,False
2025-07-07 14:00:00+00:00,6.292,85.0,0.0,0.0,0.0,0.0,2.52,2025-07-07 14:00:00+00:00,2025-07-08,0,1,2025-07-07 14:00:00+00:00,46.416382809044144,7136.249948061828,NSW1,2025-07-07 14:00:00+00:00,False
2025-07-07 14:00:00+00:00,6.292,85.0,0.0,0.0,0.0,0.0,2.52,2025-07-07 14:00:00+00:00,2025-07-08,0,1,2025-07-07 14:00:00+00:00,51.77360661834199,8002.043938447786,NSW1,2025-07-07 14:00:00+00:00,False
2025-07-07 15:00:00+00:00,5.3919997,89.0,0.0,0.0,0.0,0.0,2.5455842,2025-07-07 15:00:00+00:00,2025-07-08,1,1,2025-07-07 15:00:00+00:00,29.861381638216752,8206.972217617196,NSW1,2025-07-07 15:00:00+00:00,False
2025-07-07 15:00:00+00:00,5.3919997,89.0,0.0,0.0,0.0,0.0,2.5455842,2025-07-07 15:00:00+00:00,2025-07-08,1,1,2025-07-07 15:00:00+00:00,29.378640964009023,6903.986506596361,NSW1,2025-07-07 15:00:00+00:00,False
2025-07-07 16:00:00+00:00,4.442,94.0,0.0,0.0,0.0,0.0,2.8799999,2025-07-07 16:00:00+00:00,2025-07-08,2,1,2025-07-07 16:00:00+00:00,71.72179158347754,8945.933380418928,NSW1,2025-07-07 16:00:00+00:00,False
2025-07-07 16:00:00+00:00,4.442,94.0,0.0,0.0,0.0,0.0,2.8799999,2025-07-07 16:00:00+00:00,2025-07-08,2,1,2025-07-07 16:00:00+00:00,55.041304085685,9442.588663001508,NSW1,2025-07-07 16:00:00+00:00,False
2025-07-07 17:00:00+00:00,3.6920002,97.0,0.0,0.0,0.0,0.0,3.2399998,2025-07-07 17:00:00+00:00,2025-07-08,3,1,2025-07-07 17:00:00+00:00,48.733724027241976,8749.533016778254,NSW1,2025-07-07 17:00:00+00:00,False
2025-07-07 17:00:00+00:00,3.6920002,97.0,0.0,0.0,0.0,0.0,3.2399998,2025-07-07 17:00:00+00:00,2025-07-08,3,1,2025-07-07 17:00:00+00:00,69.29917689545749,8091.4040491494225,NSW1,2025-07-07 17:00:00+00:00,False
2025-07-07 18:00:00+00:00,3.392,100.0,0.0,0.0,0.0,0.0,2.7416782,2025-07-07 18:00:00+00:00,2025-07-08,4,1,2025-07-07 18:00:00+00:00,67.89298458240825,8427.53908117994,NSW1,2025-07-07 18:00:00+00:00,False
2025-07-07 18:00:00+00:00,3.392,100.0,0.0,0.0,0.0,0.0,2.7416782,2025-07-07 18:00:00+00:00,2025-07-08,4,1,2025-07-07 18:00:00+00:00,45.95708501626049,7432.014669719417,NSW1,2025-07-07 18:00:00+00:00,False
2025-07-07 19:00:00+00:00,3.092,100.0,0.0,0.0,0.0,0.0,2.6208394,2025-07-07 19:00:00+00:00,2025-07-08,5,1,2025-07-07 19:00:00+00:00,45.10629379855078,7530.682294897854,NSW1,2025-07-07 19:00:00+00:00,False
2025-07-07 19:00:00+00:00,3.092,100.0,0.0,0.0,0.0,0.0,2.6208394,2025-07-07 19:00:00+00:00,2025-07-08,5,1,2025-07-07 19:00:00+00:00,49.01990199174048,7479.0227445878445,NSW1,2025-07-07 19:00:00+00:00,False
2025-07-07 20:00:00+00:00,2.9420002,100.0,0.0,0.0,0.0,0.0,3.319036,2025-07-07 20:00:00+00:00,2025-07-08,6,1,2025-07-07 20:00:00+00:00,50.59855445020003,8731.307900156642,NSW1,2025-07-07 20:00:00+00:00,False
2025-07-07 20:00:00+00:00,2.9420002,100.0,0.0,0.0,0.0,0.0,3.319036,2025-07-07 20:00:00+00:00,2025-07-08,6,1,2025-07-07 20:00:00+00:00,38.64905729937938,9803.485885624872,NSW1,2025-07-07 20:00:00+00:00,False
2025-07-07 21:00:00+00:00,2.992,99.0,0.0,0.0,0.0,0.0,3.396233,2025-07-07 21:00:00+00:00,2025-07-08,7,1,2025-07-07 21:00:00+00:00,95.58957208074855,8327.559636265534,NSW1,2025-07-07 21:00:00+00:00,False
2025-07-07 21:00:00+00:00,2.992,99.0,0.0,0.0,0.0,0.0,3.396233,2025-07-07 21:00:00+00:00,2025-07-08,7,1,2025-07-07 21:00:00+00:00,106.37443453737782,10434.714492697063,NSW1,2025-07-07 21:00:00+00:00,False
2025-07-07 22:00:00+00:00,3.9919999,96.0,0.0,1.0,0.0,29.0,3.219938,2025-07-07 22:00:00+00:00,2025-07-08,8,1,2025-07-07 22:00:00+00:00,78.7736155152075,12120.160742945369,NSW1,2025-07-07 22:00:00+00:00,False
2025-07-07 22:00:00+00:00,3.9919999,96.0,0.0,1.0,0.0,29.0,3.219938,2025-07-07 22:00:00+00:00,2025-07-08,8,1,2025-07-07 22:00:00+00:00,125.257587201621,12851.55067103206,NSW1,2025-07-07 22:00:00+00:00,False
2025-07-07 23:00:00+00:00,6.192,89.0,0.0,1.0,0.0,101.0,1.835647,2025-07-07 23:00:00+00:00,2025-07-08,9,1,2025-07-07 23:00:00+00:00,75.09043793274127,10684.942318857098,NSW1,2025-07-07 23:00:00+00:00,False
2025-07-07 23:00:00+00:00,6.192,89.0,0.0,1.0,0.0,101.0,1.835647,2025-07-07 23:00:00+00:00,2025-07-08,9,1,2025-07-07 23:00:00+00:00,93.26949839427436,12272.930608913295,NSW1,2025-07-07 23:00:00+00:00,False
2025-07-08 00:00:00+00:00,9.191999,80.0,0.0,1.0,1166.7094,213.0,3.6179552,2025-07-08 00:00:00+00:00,2025-07-08,10,1,2025-07-08 00:00:00+00:00,112.83453738598143,11736.214412982865,NSW1,2025-07-08 00:00:00+00:00,False
2025-07-08 00:00:00+00:00,9.191999,80.0,0.0,1.0,1166.7094,213.0,3.6179552,2025-07-08 00:00:00+00:00,2025-07-08,10,1,2025-07-08 00:00:00+00:00,70.67082604825224,9715.117814425255,NSW1,2025-07-08 00:00:00+00:00,False
2025-07-08 01:00:00+00:00,10.792,77.0,0.0,1.0,0.0,190.0,5.506941,2025-07-08 01:00:00+00:00,2025-07-08,11,1,2025-07-08 01:00:00+00:00,67.90235372683095,7488.856418580664,NSW1,2025-07-08 01:00:00+00:00,False
2025-07-08 01:00:00+00:00,10.792,77.0,0.0,1.0,0.0,190.0,5.506941,2025-07-08 01:00:00+00:00,2025-07-08,11,1,2025-07-08 01:00:00+00:00,51.63253091825443,6503.820138979856,NSW1,2025-07-08 01:00:00+00:00,False
2025-07-08 02:00:00+00:00,11.792,74.0,0.0,1.0,0.0,180.0,7.928178,2025-07-08 02:00:00+00:00,2025-07-08,12,1,2025-07-08 02:00:00+00:00,65.14495845222731,8302.440697545568,NSW1,2025-07-08 02:00:00+00:00,False
2025-07-08 02:00:00+00:00,11.792,74.0,0.0,1.0,0.0,180.0,7.928178,2025-07-08 02:00:00+00:00,2025-07-08,12,1,2025-07-08 02:00:00+00:00,51.47001541514753,7582.472752920184,NSW1,2025-07-08 02:00:00+00:00,False
2025-07-08 03:00:00+00:00,12.292,75.0,0.0,1.0,0.0,178.0,9.726665,2025-07-08 03:00:00+00:00,2025-07-08,13,1,2025-07-08 03:00:00+00:00,54.09730929367189,6302.553380419183,NSW1,2025-07-08 03:00:00+00:00,False
2025-07-08 03:00:00+00:00,12.292,75.0,0.0,1.0,0.0,178.0,9.726665,2025-07-08 03:00:00+00:00,2025-07-08,13,1,2025-07-08 03:00:00+00:00,58.86655101741292,7892.551529141583,NSW1,2025-07-08 03:00:00+00:00,False
