SETTLEMENTDATE,REGION,RRP,TOTALDEMAND,settlement_aest,settlement_local,SETTLEMENTDATE_dt
2025-07-06 17:00:00,NSW1,78.90623368613538,9925.645755928452,2025-07-06 17:00:00+10:00,2025-07-06 17:00:00+10:00,2025-07-06 17:00:00
2025-07-06 17:30:00,NSW1,87.0112360564944,15082.501001616083,2025-07-06 17:30:00+10:00,2025-07-06 17:30:00+10:00,2025-07-06 17:30:00
2025-07-06 18:00:00,NSW1,76.25192395855622,9958.528524961166,2025-07-06 18:00:00+10:00,2025-07-06 18:00:00+10:00,2025-07-06 18:00:00
2025-07-06 18:30:00,NSW1,105.00561711020224,10926.681070203966,2025-07-06 18:30:00+10:00,2025-07-06 18:30:00+10:00,2025-07-06 18:30:00
2025-07-06 19:00:00,NSW1,82.813813648768,9237.104160812682,2025-07-06 19:00:00+10:00,2025-07-06 19:00:00+10:00,2025-07-06 19:00:00
2025-07-06 19:30:00,NSW1,82.52668446949113,9589.381968010606,2025-07-06 19:30:00+10:00,2025-07-06 19:30:00+10:00,2025-07-06 19:30:00
2025-07-06 20:00:00,NSW1,80.82170093484584,11110.789222623473,2025-07-06 20:00:00+10:00,2025-07-06 20:00:00+10:00,2025-07-06 20:00:00
2025-07-06 20:30:00,NSW1,106.7617084806435,11146.366711419638,2025-07-06 20:30:00+10:00,2025-07-06 20:30:00+10:00,2025-07-06 20:30:00
2025-07-06 21:00:00,NSW1,122.58147511177027,13600.209963562444,2025-07-06 21:00:00+10:00,2025-07-06 21:00:00+10:00,2025-07-06 21:00:00
2025-07-06 21:30:00,NSW1,108.7505864538216,10113.12881565158,2025-07-06 21:30:00+10:00,2025-07-06 21:30:00+10:00,2025-07-06 21:30:00
2025-07-06 22:00:00,NSW1,41.30412711556122,9505.790362997008,2025-07-06 22:00:00+10:00,2025-07-06 22:00:00+10:00,2025-07-06 22:00:00
2025-07-06 22:30:00,NSW1,55.3426450148763,6631.191914184729,2025-07-06 22:30:00+10:00,2025-07-06 22:30:00+10:00,2025-07-06 22:30:00
2025-07-06 23:00:00,NSW1,50.91604734719515,8100.771362997834,2025-07-06 23:00:00+10:00,2025-07-06 23:00:00+10:00,2025-07-06 23:00:00
2025-07-06 23:30:00,NSW1,64.83698455178926,9267.23465687069,2025-07-06 23:30:00+10:00,2025-07-06 23:30:00+10:00,2025-07-06 23:30:00
2025-07-07 00:00:00,NSW1,51.98127711598049,8732.964676542284,2025-07-07 00:00:00+10:00,2025-07-07 00:00:00+10:00,2025-07-07 00:00:00
2025-07-07 00:30:00,NSW1,33.559522476085014,8818.310596768344,2025-07-07 00:30:00+10:00,2025-07-07 00:30:00+10:00,2025-07-07 00:30:00
2025-07-07 01:00:00,NSW1,49.84365373155592,8276.455484622535,2025-07-07 01:00:00+10:00,2025-07-07 01:00:00+10:00,2025-07-07 01:00:00
2025-07-07 01:30:00,NSW1,60.38744679290032,5357.774512775757,2025-07-07 01:30:00+10:00,2025-07-07 01:30:00+10:00,2025-07-07 01:30:00
2025-07-07 02:00:00,NSW1,61.76742087914837,7966.578873174335,2025-07-07 02:00:00+10:00,2025-07-07 02:00:00+10:00,2025-07-07 02:00:00
2025-07-07 02:30:00,NSW1,76.31893837181777,7306.573221432403,2025-07-07 02:30:00+10:00,2025-07-07 02:30:00+10:00,2025-07-07 02:30:00
2025-07-07 03:00:00,NSW1,60.95256207687323,7748.893637870411,2025-07-07 03:00:00+10:00,2025-07-07 03:00:00+10:00,2025-07-07 03:00:00
2025-07-07 03:30:00,NSW1,28.731220822431887,8778.744766331738,2025-07-07 03:30:00+10:00,2025-07-07 03:30:00+10:00,2025-07-07 03:30:00
2025-07-07 04:00:00,NSW1,31.313210554613875,9344.115380595744,2025-07-07 04:00:00+10:00,2025-07-07 04:00:00+10:00,2025-07-07 04:00:00
2025-07-07 04:30:00,NSW1,55.71088217622341,5690.737221760343,2025-07-07 04:30:00+10:00,2025-07-07 04:30:00+10:00,2025-07-07 04:30:00
2025-07-07 05:00:00,NSW1,35.46992486088068,9139.52851998212,2025-07-07 05:00:00+10:00,2025-07-07 05:00:00+10:00,2025-07-07 05:00:00
2025-07-07 05:30:00,NSW1,38.866842098106375,8020.042200554115,2025-07-07 05:30:00+10:00,2025-07-07 05:30:00+10:00,2025-07-07 05:30:00
2025-07-07 06:00:00,NSW1,38.56640974528974,8462.932445206856,2025-07-07 06:00:00+10:00,2025-07-07 06:00:00+10:00,2025-07-07 06:00:00
2025-07-07 06:30:00,NSW1,49.65636984148345,7686.264240237425,2025-07-07 06:30:00+10:00,2025-07-07 06:30:00+10:00,2025-07-07 06:30:00
2025-07-07 07:00:00,NSW1,72.60103324754537,13848.588272530276,2025-07-07 07:00:00+10:00,2025-07-07 07:00:00+10:00,2025-07-07 07:00:00
2025-07-07 07:30:00,NSW1,93.32255264868584,10241.014120599331,2025-07-07 07:30:00+10:00,2025-07-07 07:30:00+10:00,2025-07-07 07:30:00
2025-07-07 08:00:00,NSW1,90.26596038162344,11263.383170663104,2025-07-07 08:00:00+10:00,2025-07-07 08:00:00+10:00,2025-07-07 08:00:00
2025-07-07 08:30:00,NSW1,87.59338727856877,9224.179579664293,2025-07-07 08:30:00+10:00,2025-07-07 08:30:00+10:00,2025-07-07 08:30:00
2025-07-07 09:00:00,NSW1,73.53202260529666,10819.401435910851,2025-07-07 09:00:00+10:00,2025-07-07 09:00:00+10:00,2025-07-07 09:00:00
2025-07-07 09:30:00,NSW1,91.29322836536504,12476.600345332608,2025-07-07 09:30:00+10:00,2025-07-07 09:30:00+10:00,2025-07-07 09:30:00
2025-07-07 10:00:00,NSW1,105.85788314263888,6952.417702481121,2025-07-07 10:00:00+10:00,2025-07-07 10:00:00+10:00,2025-07-07 10:00:00
2025-07-07 10:30:00,NSW1,77.01485462313259,7354.543450072765,2025-07-07 10:30:00+10:00,2025-07-07 10:30:00+10:00,2025-07-07 10:30:00
2025-07-07 11:00:00,NSW1,65.90435595843789,8361.866362961342,2025-07-07 11:00:00+10:00,2025-07-07 11:00:00+10:00,2025-07-07 11:00:00
2025-07-07 11:30:00,NSW1,39.106279878674506,9238.962651992042,2025-07-07 11:30:00+10:00,2025-07-07 11:30:00+10:00,2025-07-07 11:30:00
2025-07-07 12:00:00,NSW1,48.69331002691578,9976.57816305101,2025-07-07 12:00:00+10:00,2025-07-07 12:00:00+10:00,2025-07-07 12:00:00
2025-07-07 12:30:00,NSW1,48.366345235047326,9280.149084667846,2025-07-07 12:30:00+10:00,2025-07-07 12:30:00+10:00,2025-07-07 12:30:00
2025-07-07 13:00:00,NSW1,32.98937083193932,10217.028695794568,2025-07-07 13:00:00+10:00,2025-07-07 13:00:00+10:00,2025-07-07 13:00:00
2025-07-07 13:30:00,NSW1,53.44033956965681,9127.332082426132,2025-07-07 13:30:00+10:00,2025-07-07 13:30:00+10:00,2025-07-07 13:30:00
2025-07-07 14:00:00,NSW1,37.807409535025855,7956.13727977834,2025-07-07 14:00:00+10:00,2025-07-07 14:00:00+10:00,2025-07-07 14:00:00
2025-07-07 14:30:00,NSW1,38.333462421376474,8424.079469629203,2025-07-07 14:30:00+10:00,2025-07-07 14:30:00+10:00,2025-07-07 14:30:00
2025-07-07 15:00:00,NSW1,46.497787406477656,7783.605483174359,2025-07-07 15:00:00+10:00,2025-07-07 15:00:00+10:00,2025-07-07 15:00:00
2025-07-07 15:30:00,NSW1,41.139736912008296,7802.217410852273,2025-07-07 15:30:00+10:00,2025-07-07 15:30:00+10:00,2025-07-07 15:30:00
2025-07-07 16:00:00,NSW1,33.48414711221517,10077.051827633692,2025-07-07 16:00:00+10:00,2025-07-07 16:00:00+10:00,2025-07-07 16:00:00
2025-07-07 16:30:00,NSW1,57.48287348725488,8515.47457100626,2025-07-07 16:30:00+10:00,2025-07-07 16:30:00+10:00,2025-07-07 16:30:00
2025-07-07 17:00:00,NSW1,82.41925899057331,12770.594172201369,2025-07-07 17:00:00+10:00,2025-07-07 17:00:00+10:00,2025-07-07 17:00:00
2025-07-07 17:30:00,NSW1,78.2962734818014,10981.437108374694,2025-07-07 17:30:00+10:00,2025-07-07 17:30:00+10:00,2025-07-07 17:30:00
2025-07-07 18:00:00,NSW1,100.19121338810484,12753.366573001498,2025-07-07 18:00:00+10:00,2025-07-07 18:00:00+10:00,2025-07-07 18:00:00
2025-07-07 18:30:00,NSW1,92.37174950695427,11455.403509591211,2025-07-07 18:30:00+10:00,2025-07-07 18:30:00+10:00,2025-07-07 18:30:00
2025-07-07 19:00:00,NSW1,65.39712482465656,13119.280423941049,2025-07-07 19:00:00+10:00,2025-07-07 19:00:00+10:00,2025-07-07 19:00:00
2025-07-07 19:30:00,NSW1,74.29160707705621,10603.374447170228,2025-07-07 19:30:00+10:00,2025-07-07 19:30:00+10:00,2025-07-07 19:30:00
2025-07-07 20:00:00,NSW1,69.68389003984613,13793.660332492766,2025-07-07 20:00:00+10:00,2025-07-07 20:00:00+10:00,2025-07-07 20:00:00
2025-07-07 20:30:00,NSW1,71.38320887785613,11218.741382433249,2025-07-07 20:30:00+10:00,2025-07-07 20:30:00+10:00,2025-07-07 20:30:00
2025-07-07 21:00:00,NSW1,103.5518942056709,11747.320730111378,2025-07-07 21:00:00+10:00,2025-07-07 21:00:00+10:00,2025-07-07 21:00:00
2025-07-07 21:30:00,NSW1,91.70755171511532,12534.359667224568,2025-07-07 21:30:00+10:00,2025-07-07 21:30:00+10:00,2025-07-07 21:30:00
2025-07-07 22:00:00,NSW1,48.032427454985765,11809.712048532578,2025-07-07 22:00:00+10:00,2025-07-07 22:00:00+10:00,2025-07-07 22:00:00
2025-07-07 22:30:00,NSW1,47.720321700793995,5445.297623220633,2025-07-07 22:30:00+10:00,2025-07-07 22:30:00+10:00,2025-07-07 22:30:00
2025-07-07 23:00:00,NSW1,56.73747785170497,7937.180344405051,2025-07-07 23:00:00+10:00,2025-07-07 23:00:00+10:00,2025-07-07 23:00:00
2025-07-07 23:30:00,NSW1,50.61437286911326,7585.409138882902,2025-07-07 23:30:00+10:00,2025-07-07 23:30:00+10:00,2025-07-07 23:30:00
2025-07-08 00:00:00,NSW1,46.416382809044144,7136.249948061828,2025-07-08 00:00:00+10:00,2025-07-08 00:00:00+10:00,2025-07-08 00:00:00
2025-07-08 00:30:00,NSW1,51.77360661834199,8002.043938447786,2025-07-08 00:30:00+10:00,2025-07-08 00:30:00+10:00,2025-07-08 00:30:00
2025-07-08 01:00:00,NSW1,29.861381638216752,8206.972217617196,2025-07-08 01:00:00+10:00,2025-07-08 01:00:00+10:00,2025-07-08 01:00:00
2025-07-08 01:30:00,NSW1,29.378640964009023,6903.986506596361,2025-07-08 01:30:00+10:00,2025-07-08 01:30:00+10:00,2025-07-08 01:30:00
2025-07-08 02:00:00,NSW1,71.72179158347754,8945.933380418928,2025-07-08 02:00:00+10:00,2025-07-08 02:00:00+10:00,2025-07-08 02:00:00
2025-07-08 02:30:00,NSW1,55.041304085685,9442.588663001508,2025-07-08 02:30:00+10:00,2025-07-08 02:30:00+10:00,2025-07-08 02:30:00
2025-07-08 03:00:00,NSW1,48.733724027241976,8749.533016778254,2025-07-08 03:00:00+10:00,2025-07-08 03:00:00+10:00,2025-07-08 03:00:00
2025-07-08 03:30:00,NSW1,69.29917689545749,8091.4040491494225,2025-07-08 03:30:00+10:00,2025-07-08 03:30:00+10:00,2025-07-08 03:30:00
2025-07-08 04:00:00,NSW1,45.95708501626049,7432.014669719417,2025-07-08 04:00:00+10:00,2025-07-08 04:00:00+10:00,2025-07-08 04:00:00
2025-07-08 04:30:00,NSW1,67.89298458240825,8427.53908117994,2025-07-08 04:30:00+10:00,2025-07-08 04:30:00+10:00,2025-07-08 04:30:00
2025-07-08 05:00:00,NSW1,45.10629379855078,7530.682294897854,2025-07-08 05:00:00+10:00,2025-07-08 05:00:00+10:00,2025-07-08 05:00:00
2025-07-08 05:30:00,NSW1,49.01990199174048,7479.0227445878445,2025-07-08 05:30:00+10:00,2025-07-08 05:30:00+10:00,2025-07-08 05:30:00
2025-07-08 06:00:00,NSW1,50.59855445020003,8731.307900156642,2025-07-08 06:00:00+10:00,2025-07-08 06:00:00+10:00,2025-07-08 06:00:00
2025-07-08 06:30:00,NSW1,38.64905729937938,9803.485885624872,2025-07-08 06:30:00+10:00,2025-07-08 06:30:00+10:00,2025-07-08 06:30:00
2025-07-08 07:00:00,NSW1,95.58957208074855,8327.559636265534,2025-07-08 07:00:00+10:00,2025-07-08 07:00:00+10:00,2025-07-08 07:00:00
2025-07-08 07:30:00,NSW1,106.37443453737782,10434.714492697063,2025-07-08 07:30:00+10:00,2025-07-08 07:30:00+10:00,2025-07-08 07:30:00
2025-07-08 08:00:00,NSW1,78.7736155152075,12120.160742945369,2025-07-08 08:00:00+10:00,2025-07-08 08:00:00+10:00,2025-07-08 08:00:00
2025-07-08 08:30:00,NSW1,125.257587201621,12851.55067103206,2025-07-08 08:30:00+10:00,2025-07-08 08:30:00+10:00,2025-07-08 08:30:00
2025-07-08 09:00:00,NSW1,75.09043793274127,10684.942318857098,2025-07-08 09:00:00+10:00,2025-07-08 09:00:00+10:00,2025-07-08 09:00:00
2025-07-08 09:30:00,NSW1,93.26949839427436,12272.930608913295,2025-07-08 09:30:00+10:00,2025-07-08 09:30:00+10:00,2025-07-08 09:30:00
2025-07-08 10:00:00,NSW1,112.83453738598143,11736.214412982865,2025-07-08 10:00:00+10:00,2025-07-08 10:00:00+10:00,2025-07-08 10:00:00
2025-07-08 10:30:00,NSW1,70.67082604825224,9715.117814425255,2025-07-08 10:30:00+10:00,2025-07-08 10:30:00+10:00,2025-07-08 10:30:00
2025-07-08 11:00:00,NSW1,51.63253091825443,6503.820138979856,2025-07-08 11:00:00+10:00,2025-07-08 11:00:00+10:00,2025-07-08 11:00:00
2025-07-08 11:30:00,NSW1,67.90235372683095,7488.856418580664,2025-07-08 11:30:00+10:00,2025-07-08 11:30:00+10:00,2025-07-08 11:30:00
2025-07-08 12:00:00,NSW1,65.14495845222731,8302.440697545568,2025-07-08 12:00:00+10:00,2025-07-08 12:00:00+10:00,2025-07-08 12:00:00
2025-07-08 12:30:00,NSW1,51.47001541514753,7582.472752920184,2025-07-08 12:30:00+10:00,2025-07-08 12:30:00+10:00,2025-07-08 12:30:00
2025-07-08 13:00:00,NSW1,54.09730929367189,6302.553380419183,2025-07-08 13:00:00+10:00,2025-07-08 13:00:00+10:00,2025-07-08 13:00:00
2025-07-08 13:30:00,NSW1,58.86655101741292,7892.551529141583,2025-07-08 13:30:00+10:00,2025-07-08 13:30:00+10:00,2025-07-08 13:30:00
2025-07-08 14:00:00,NSW1,62.335905633500495,8649.928080670134,2025-07-08 14:00:00+10:00,2025-07-08 14:00:00+10:00,2025-07-08 14:00:00
2025-07-08 14:30:00,NSW1,51.14678669017581,6964.150092931768,2025-07-08 14:30:00+10:00,2025-07-08 14:30:00+10:00,2025-07-08 14:30:00
2025-07-08 15:00:00,NSW1,55.20847641891712,8716.86299105147,2025-07-08 15:00:00+10:00,2025-07-08 15:00:00+10:00,2025-07-08 15:00:00
2025-07-08 15:30:00,NSW1,47.12819117154423,7454.230442733623,2025-07-08 15:30:00+10:00,2025-07-08 15:30:00+10:00,2025-07-08 15:30:00
2025-07-08 16:00:00,NSW1,45.86639340365976,10143.268503454874,2025-07-08 16:00:00+10:00,2025-07-08 16:00:00+10:00,2025-07-08 16:00:00
2025-07-08 16:30:00,NSW1,43.4066844957804,8930.75805874013,2025-07-08 16:30:00+10:00,2025-07-08 16:30:00+10:00,2025-07-08 16:30:00
2025-07-08 17:00:00,NSW1,58.61886860752792,10759.034026906516,2025-07-08 17:00:00+10:00,2025-07-08 17:00:00+10:00,2025-07-08 17:00:00
2025-07-08 17:30:00,NSW1,98.51627961656142,11521.93745591742,2025-07-08 17:30:00+10:00,2025-07-08 17:30:00+10:00,2025-07-08 17:30:00
2025-07-08 18:00:00,NSW1,75.27970870238866,9973.621626020731,2025-07-08 18:00:00+10:00,2025-07-08 18:00:00+10:00,2025-07-08 18:00:00
2025-07-08 18:30:00,NSW1,90.65386544895894,12124.464589324883,2025-07-08 18:30:00+10:00,2025-07-08 18:30:00+10:00,2025-07-08 18:30:00
2025-07-08 19:00:00,NSW1,81.68026230374434,10050.074128337668,2025-07-08 19:00:00+10:00,2025-07-08 19:00:00+10:00,2025-07-08 19:00:00
2025-07-08 19:30:00,NSW1,93.94549113244447,11873.09612190835,2025-07-08 19:30:00+10:00,2025-07-08 19:30:00+10:00,2025-07-08 19:30:00
2025-07-08 20:00:00,NSW1,73.09987774434023,11400.186519824552,2025-07-08 20:00:00+10:00,2025-07-08 20:00:00+10:00,2025-07-08 20:00:00
2025-07-08 20:30:00,NSW1,65.57544903083678,14455.701910290838,2025-07-08 20:30:00+10:00,2025-07-08 20:30:00+10:00,2025-07-08 20:30:00
2025-07-08 21:00:00,NSW1,109.94263871441495,12225.595276563903,2025-07-08 21:00:00+10:00,2025-07-08 21:00:00+10:00,2025-07-08 21:00:00
2025-07-08 21:30:00,NSW1,96.53698146890449,10785.382802265403,2025-07-08 21:30:00+10:00,2025-07-08 21:30:00+10:00,2025-07-08 21:30:00
2025-07-08 22:00:00,NSW1,63.70637256910919,9075.340573697078,2025-07-08 22:00:00+10:00,2025-07-08 22:00:00+10:00,2025-07-08 22:00:00
2025-07-08 22:30:00,NSW1,66.08595453973254,7463.373602350585,2025-07-08 22:30:00+10:00,2025-07-08 22:30:00+10:00,2025-07-08 22:30:00
2025-07-08 23:00:00,NSW1,52.608411687726395,5879.027640256689,2025-07-08 23:00:00+10:00,2025-07-08 23:00:00+10:00,2025-07-08 23:00:00
2025-07-08 23:30:00,NSW1,36.70416465658947,7404.987495443429,2025-07-08 23:30:00+10:00,2025-07-08 23:30:00+10:00,2025-07-08 23:30:00
2025-07-09 00:00:00,NSW1,53.91906654806952,8245.52096536106,2025-07-09 00:00:00+10:00,2025-07-09 00:00:00+10:00,2025-07-09 00:00:00
2025-07-09 00:30:00,NSW1,29.900132513330902,8768.72256499038,2025-07-09 00:30:00+10:00,2025-07-09 00:30:00+10:00,2025-07-09 00:30:00
2025-07-09 01:00:00,NSW1,46.55083080526255,7615.485269889717,2025-07-09 01:00:00+10:00,2025-07-09 01:00:00+10:00,2025-07-09 01:00:00
2025-07-09 01:30:00,NSW1,43.01885330866166,9507.628229714155,2025-07-09 01:30:00+10:00,2025-07-09 01:30:00+10:00,2025-07-09 01:30:00
2025-07-09 02:00:00,NSW1,43.75076636031395,8275.064841813126,2025-07-09 02:00:00+10:00,2025-07-09 02:00:00+10:00,2025-07-09 02:00:00
2025-07-09 02:30:00,NSW1,50.49841404304227,7149.200370823287,2025-07-09 02:30:00+10:00,2025-07-09 02:30:00+10:00,2025-07-09 02:30:00
2025-07-09 03:00:00,NSW1,68.32595999200544,7842.644934190296,2025-07-09 03:00:00+10:00,2025-07-09 03:00:00+10:00,2025-07-09 03:00:00
2025-07-09 03:30:00,NSW1,37.25061379281139,8584.54920659541,2025-07-09 03:30:00+10:00,2025-07-09 03:30:00+10:00,2025-07-09 03:30:00
2025-07-09 04:00:00,NSW1,46.3597583221743,8702.891166280926,2025-07-09 04:00:00+10:00,2025-07-09 04:00:00+10:00,2025-07-09 04:00:00
2025-07-09 04:30:00,NSW1,59.55392024102704,7807.795939555516,2025-07-09 04:30:00+10:00,2025-07-09 04:30:00+10:00,2025-07-09 04:30:00
2025-07-09 05:00:00,NSW1,46.058836848222654,7584.712011099177,2025-07-09 05:00:00+10:00,2025-07-09 05:00:00+10:00,2025-07-09 05:00:00
2025-07-09 05:30:00,NSW1,44.87763104666256,6918.477216493811,2025-07-09 05:30:00+10:00,2025-07-09 05:30:00+10:00,2025-07-09 05:30:00
2025-07-09 06:00:00,NSW1,73.03873612583325,8499.576756735309,2025-07-09 06:00:00+10:00,2025-07-09 06:00:00+10:00,2025-07-09 06:00:00
2025-07-09 06:30:00,NSW1,31.461133692798175,8164.53743831225,2025-07-09 06:30:00+10:00,2025-07-09 06:30:00+10:00,2025-07-09 06:30:00
2025-07-09 07:00:00,NSW1,81.61951942834129,11895.91353081804,2025-07-09 07:00:00+10:00,2025-07-09 07:00:00+10:00,2025-07-09 07:00:00
2025-07-09 07:30:00,NSW1,113.29393385389064,9929.177403490505,2025-07-09 07:30:00+10:00,2025-07-09 07:30:00+10:00,2025-07-09 07:30:00
2025-07-09 08:00:00,NSW1,88.96299587938162,11939.057812002216,2025-07-09 08:00:00+10:00,2025-07-09 08:00:00+10:00,2025-07-09 08:00:00
2025-07-09 08:30:00,NSW1,82.06636516686328,8251.403925971648,2025-07-09 08:30:00+10:00,2025-07-09 08:30:00+10:00,2025-07-09 08:30:00
2025-07-09 09:00:00,NSW1,71.29360365459866,14048.966304717982,2025-07-09 09:00:00+10:00,2025-07-09 09:00:00+10:00,2025-07-09 09:00:00
2025-07-09 09:30:00,NSW1,77.13650230795454,9601.6499263977,2025-07-09 09:30:00+10:00,2025-07-09 09:30:00+10:00,2025-07-09 09:30:00
2025-07-09 10:00:00,NSW1,72.53410047484927,9787.777376232723,2025-07-09 10:00:00+10:00,2025-07-09 10:00:00+10:00,2025-07-09 10:00:00
2025-07-09 10:30:00,NSW1,74.50222143167883,11750.5871337153,2025-07-09 10:30:00+10:00,2025-07-09 10:30:00+10:00,2025-07-09 10:30:00
2025-07-09 11:00:00,NSW1,40.3271717991306,7491.900922543516,2025-07-09 11:00:00+10:00,2025-07-09 11:00:00+10:00,2025-07-09 11:00:00
2025-07-09 11:30:00,NSW1,69.0829597645218,10381.22162159403,2025-07-09 11:30:00+10:00,2025-07-09 11:30:00+10:00,2025-07-09 11:30:00
2025-07-09 12:00:00,NSW1,44.535935778144825,7956.47186622487,2025-07-09 12:00:00+10:00,2025-07-09 12:00:00+10:00,2025-07-09 12:00:00
2025-07-09 12:30:00,NSW1,31.774041351606908,7787.118212436074,2025-07-09 12:30:00+10:00,2025-07-09 12:30:00+10:00,2025-07-09 12:30:00
2025-07-09 13:00:00,NSW1,48.88407984098806,6693.029293624464,2025-07-09 13:00:00+10:00,2025-07-09 13:00:00+10:00,2025-07-09 13:00:00
