datetime,region,hour,day_of_week,is_weekend,peak_period,temp_c,rh_pct,rain_mm,sunshine_sec,shortwave_wm2,wind_speed_ms,RRP,TOTALDEMAND,temp_bin,spike_flag,compound_highTemp_lowSolar_peakHour,RRP_lag_1h,RRP_lag_12h,RRP_lag_24h,TOTALDEMAND_lag_1h,TOTALDEMAND_lag_12h,TOTALDEMAND_lag_24h,RRP_rolling_3h,RRP_rolling_6h,RRP_rolling_24h,TOTALDEMAND_rolling_3h,TOTALDEMAND_rolling_6h,TOTALDEMAND_rolling_24h
2025-07-06 09:00:00+00:00,NSW1,19.0,6.0,1.0,peak,15.792,75.0,0.0,0.0,0.0,7.0911775,72.11551605383825,13264.393631246949,15-20°C,0.0,0.0,76.25192395855622,,,9958.528524961166,,,78.7172480520723,62.03141194720116,58.86883549853218,10513.56062970805,9459.654604016434,9447.170699708216
2025-07-06 09:30:00+00:00,NSW1,,,,,,,,,,,69.13721905080264,12229.049454235508,,,,,,,,,,,,,,,
2025-07-06 10:00:00+00:00,NSW1,20.0,6.0,1.0,peak,15.092,72.0,0.0,0.0,0.0,7.9036193,77.39459668133719,11409.226339506838,15-20°C,0.0,0.0,82.813813648768,,,9237.104160812682,,,85.7384960297263,67.1750496167542,61.04077427983086,10984.16432470466,9807.037438933065,9533.162594528105
2025-07-06 10:30:00+00:00,NSW1,,,,,,,,,,,97.82809121228672,11276.583481530384,,,,,,,,,,,,,,,
2025-07-06 11:00:00+00:00,NSW1,21.0,6.0,1.0,peak,13.342,78.0,0.0,0.0,0.0,5.95906,23.155713748973685,7510.830211787726,10-15°C,1.0,0.0,80.82170093484584,,,11110.789222623473,,,96.75183329262018,78.51870105806336,65.70432362908096,10935.0888494388,10583.435306595567,9780.130050437923
2025-07-06 11:30:00+00:00,NSW1,,,,,,,,,,,26.410037462521487,9581.387475007015,,,,,,,,,,,,,,,
2025-07-06 12:00:00+00:00,NSW1,22.0,6.0,1.0,other,10.842,92.0,0.0,0.0,0.0,5.00128,41.4198402031993,7819.529778018749,10-15°C,0.0,0.0,108.7505864538216,97.82809121228672,,10113.12881565158,11276.583481530384,,85.92704051858647,85.67314600343052,66.02295392512005,10351.246165073146,10568.943289330986,9661.27316357329
2025-07-06 12:30:00+00:00,NSW1,,,,,,,,,,,48.44847575429101,9337.2363364957,,,,,,,,,,,,,,,
2025-07-06 13:00:00+00:00,NSW1,23.0,6.0,1.0,other,10.392,90.0,0.0,0.0,0.0,4.0249224,59.47417604308795,9045.594423912473,10-15°C,0.0,0.0,55.3426450148763,23.155713748973685,,6631.191914184729,7510.830211787726,,80.94276492064468,83.34063047518549,65.46343886667839,9849.576521802204,10416.870423253436,9603.476800589016
2025-07-06 13:30:00+00:00,NSW1,,,,,,,,,,,53.40431125068592,7522.910681637348,,,,,,,,,,,,,,,
2025-07-06 14:00:00+00:00,NSW1,0.0,0.0,0.0,other,9.642,89.0,0.0,0.0,0.0,4.0249224,48.22042211901465,9008.666489997186,<10°C,0.0,0.0,50.91604734719515,41.4198402031993,,8100.771362997834,7819.529778018749,,62.18861126653733,79.47022227957875,64.97693486441676,8725.180298207355,9830.134573823078,9561.864584459185
2025-07-06 14:30:00+00:00,NSW1,,,,,,,,,,,43.07242299156677,9254.455544863007,,,,,,,,,,,,,,,
2025-07-06 15:00:00+00:00,NSW1,1.0,0.0,0.0,other,8.842,89.0,0.0,0.0,0.0,3.4152596,50.14694330513708,6175.346718169028,<10°C,0.0,0.0,51.98127711598049,59.47417604308795,,8732.964676542284,9045.594423912473,,48.74026872302784,70.76886773363465,63.47529958953958,8783.587856799782,9574.38297802093,9496.414162280878
2025-07-06 15:30:00+00:00,NSW1,,,,,,,,,,,38.3029142735678,9541.018406964587,,,,,,,,,,,,,,,
2025-07-06 16:00:00+00:00,NSW1,2.0,0.0,0.0,other,7.9419994,91.0,0.0,0.0,0.0,3.319036,42.3146638522776,7950.903264725952,<10°C,0.0,0.0,49.84365373155592,48.22042211901465,,8276.455484622535,9008.666489997186,,53.72938425790989,67.33607458927729,63.32997439235684,8069.886466792325,8959.731494297264,9324.642194444164
2025-07-06 16:30:00+00:00,NSW1,,,,,,,,,,,38.926441114007865,8932.09362831775,,,,,,,,,,,,,,,
2025-07-06 17:00:00+00:00,NSW1,3.0,0.0,0.0,other,7.6419997,88.0,0.0,0.0,0.0,3.0758414,78.90623368613538,9925.645755928452,<10°C,0.0,0.0,61.76742087914837,50.14694330513708,,7966.578873174335,6175.346718169028,,57.13825738806343,59.663434327300386,63.63316158275619,7579.097721107297,8152.139009657326,9221.961693598862
2025-07-06 17:30:00+00:00,NSW1,,,,,,,,,,,87.0112360564944,15082.501001616083,,,,,,,,,,,,,,,
2025-07-06 18:00:00+00:00,NSW1,4.0,0.0,0.0,other,7.1419997,93.0,0.0,0.0,0.0,3.671294,76.25192395855622,9958.528524961166,<10°C,0.0,0.0,28.731220822431887,42.3146638522776,,8778.744766331738,7950.903264725952,,52.46570581351809,52.19326390805122,61.65568339341411,7805.940516860829,7949.096199311868,9120.585701174949
2025-07-06 18:30:00+00:00,NSW1,,,,,,,,,,,105.00561711020224,10926.681070203966,,,,,,,,,,,,,,,
2025-07-06 19:00:00+00:00,NSW1,5.0,0.0,0.0,other,6.792,91.0,0.0,0.0,0.0,3.6179552,82.813813648768,9237.104160812682,<10°C,0.0,0.0,55.71088217622341,78.90623368613538,,5690.737221760343,9925.645755928452,,48.08278981047348,50.90608703419168,60.984253687451705,8001.432124662126,8035.659295727226,9121.071414477696
2025-07-06 19:30:00+00:00,NSW1,,,,,,,,,,,82.52668446949113,9589.381968010606,,,,,,,,,,,,,,,
2025-07-06 20:00:00+00:00,NSW1,6.0,0.0,0.0,other,6.592,90.0,0.0,0.0,0.0,3.671294,80.82170093484584,11110.789222623473,<10°C,0.0,0.0,35.46992486088068,76.25192395855622,,9139.52851998212,9958.528524961166,,38.10974837625766,47.624002882160546,59.89802794278079,8239.350089071819,7909.223905089559,9078.164873424172
2025-07-06 20:30:00+00:00,NSW1,,,,,,,,,,,106.7617084806435,11146.366711419638,,,,,,,,,,,,,,,
2025-07-06 21:00:00+00:00,NSW1,7.0,0.0,0.0,other,6.1419997,90.0,0.0,0.0,0.0,3.8773184,122.58147511177027,13600.209963562444,<10°C,0.0,0.0,38.56640974528974,82.813813648768,,8462.932445206856,9237.104160812682,,44.412298391319915,50.86185512227621,59.955268575419566,9416.911843184424,8279.231107704294,9156.735170306018
2025-07-06 21:30:00+00:00,NSW1,,,,,,,,,,,108.7505864538216,10113.12881565158,,,,,,,,,,,,,,,
2025-07-06 22:00:00+00:00,NSW1,8.0,0.0,0.0,other,6.342,88.0,0.0,1925.9746,52.0,4.0249224,41.30412711556122,9505.790362997008,<10°C,0.0,0.0,72.60103324754537,80.82170093484584,,13848.588272530276,11110.789222623473,,63.87986132712238,55.98132556879792,61.37033470607446,9920.37074163185,8960.90143314699,9227.64465809825
2025-07-06 22:30:00+00:00,NSW1,,,,,,,,,,,55.3426450148763,6631.191914184729,,,,,,,,,,,,,,,
2025-07-06 23:00:00+00:00,NSW1,9.0,0.0,0.0,other,9.392,79.0,0.0,3600.0,208.0,3.8939953,50.91604734719515,8100.771362997834,<10°C,0.0,0.0,90.26596038162344,122.58147511177027,,11263.383170663104,13600.209963562444,,80.78875529387865,59.44925183506816,62.56492930675074,10790.00495483784,9514.677521954827,9296.697649774853
2025-07-06 23:30:00+00:00,NSW1,,,,,,,,,,,64.83698455178926,9267.23465687069,,,,,,,,,,,,,,,
2025-07-07 00:00:00+00:00,NSW1,10.0,0.0,0.0,other,12.742,68.0,0.0,3600.0,359.0,5.8048253,51.98127711598049,8732.964676542284,10-15°C,1.0,0.0,73.53202260529666,41.30412711556122,97.82809121228672,10819.401435910851,9505.790362997008,11276.583481530384,87.59288939943757,71.17003906988474,62.95278645614018,9681.754280687455,9624.074623602906,9153.861298059284
2025-07-07 00:30:00+00:00,NSW1,,,,,,,,,,,33.559522476085014,8818.310596768344,,,,,,,,,,,,,,,
2025-07-07 01:00:00+00:00,NSW1,11.0,0.0,0.0,off-peak,14.642,61.0,0.0,3600.0,468.0,6.297428,49.84365373155592,8276.455484622535,10-15°C,0.0,0.0,105.85788314263888,64.83698455178926,26.410037462521487,6952.417702481121,9267.23465687069,9581.387475007015,75.45143742892427,73.72619480972851,64.10788821917389,9200.631991458456,9660.846148137667,9164.457367395922
2025-07-07 01:30:00+00:00,NSW1,,,,,,,,,,,60.38744679290032,5357.774512775757,,,,,,,,,,,,,,,
2025-07-07 02:00:00+00:00,NSW1,12.0,0.0,0.0,off-peak,16.292,51.0,0.0,3600.0,507.0,12.879752,61.76742087914837,7966.578873174335,15-20°C,0.0,0.0,65.90435595843789,51.98127711598049,41.4198402031993,8361.866362961342,8732.964676542284,7819.529778018749,68.35145103918272,74.57010316653069,64.25941884050131,8783.961627744855,9786.983291291346,9209.39587541743
2025-07-07 02:30:00+00:00,NSW1,,,,,,,,,,,76.31893837181777,7306.573221432403,,,,,,,,,,,,,,,
2025-07-07 03:00:00+00:00,NSW1,13.0,0.0,0.0,off-peak,16.642,46.0,0.0,3600.0,481.0,15.379206,60.95256207687323,7748.893637870411,15-20°C,0.0,0.0,48.69331002691578,49.84365373155592,59.47417604308795,9976.57816305101,8276.455484622535,9045.594423912473,56.81959084560895,71.16162924802717,63.70594101278479,9004.50044349132,9617.17706359924,9232.611438335223
2025-07-07 03:30:00+00:00,NSW1,,,,,,,,,,,28.731220822431887,8778.744766331738,,,,,,,,,,,,,,,
2025-07-07 04:00:00+00:00,NSW1,14.0,0.0,0.0,off-peak,16.492,47.0,0.0,3600.0,370.0,15.1884165,31.313210554613875,9344.115380595744,15-20°C,0.0,0.0,32.98937083193932,61.76742087914837,48.22042211901465,10217.028695794568,7966.578873174335,9008.666489997186,43.40050917954326,63.46656558755828,63.48975384059691,9299.364659618324,9248.76640284441,9244.109192305432
2025-07-07 04:30:00+00:00,NSW1,,,,,,,,,,,55.71088217622341,5690.737221760343,,,,,,,,,,,,,,,
2025-07-07 05:00:00+00:00,NSW1,15.0,0.0,0.0,other,16.442,49.0,0.0,3600.0,305.0,13.70839,35.46992486088068,9139.52851998212,15-20°C,0.0,0.0,37.807409535025855,60.95256207687323,50.14694330513708,7956.13727977834,7748.893637870411,6175.346718169028,42.90578583325391,55.62861843621832,63.315001414162545,8798.055349245074,8791.008488494965,9260.315081675672
2025-07-07 05:30:00+00:00,NSW1,,,,,,,,,,,38.866842098106375,8020.042200554115,,,,,,,,,,,,,,,
2025-07-07 06:00:00+00:00,NSW1,16.0,0.0,0.0,other,15.342,55.0,0.0,3600.0,172.0,9.227524,38.56640974528974,8462.932445206856,15-20°C,0.0,0.0,46.497787406477656,55.71088217622341,38.926441114007865,7783.605483174359,5690.737221760343,8932.09362831775,45.7836015553,51.30159620045447,63.76069422690603,8268.141049477761,8636.320746484542,9215.410497229344
2025-07-07 06:30:00+00:00,NSW1,,,,,,,,,,,49.65636984148345,7686.264240237425,,,,,,,,,,,,,,,
2025-07-07 07:00:00+00:00,NSW1,17.0,0.0,0.0,peak,13.742,65.0,0.0,889.9011,37.0,3.2399998,72.60103324754537,13848.588272530276,10-15°C,0.0,0.0,57.48287348725488,35.46992486088068,78.90623368613538,8515.47457100626,9139.52851998212,9925.645755928452,49.89287772165096,46.64669345059712,63.64991315533053,9228.837155749525,9264.100907683924,9318.97501762894
2025-07-07 07:30:00+00:00,NSW1,,,,,,,,,,,93.32255264868584,10241.014120599331,,,,,,,,,,,,,,,
2025-07-07 08:00:00+00:00,NSW1,18.0,0.0,0.0,peak,12.392,69.0,0.0,0.0,0.0,3.8268526,90.26596038162344,11263.383170663104,10-15°C,0.0,0.0,78.2962734818014,49.65636984148345,105.00561711020224,10981.437108374694,7686.264240237425,10926.681070203966,74.04091932781732,57.871135220282355,63.70388105640569,11092.221293634788,9821.977348621966,9302.777030007815
2025-07-07 08:30:00+00:00,NSW1,,,,,,,,,,,87.59338727856877,9224.179579664293,,,,,,,,,,,,,,,
2025-07-07 09:00:00+00:00,NSW1,19.0,0.0,0.0,peak,10.892,74.0,0.0,0.0,0.0,3.8939953,73.53202260529666,10819.401435910851,10-15°C,0.0,0.0,100.19121338810484,72.60103324754537,82.813813648768,12753.366573001498,13848.588272530276,9237.104160812682,75.35996121738425,60.57178138634213,63.34103337257003,11859.52226912392,10063.83165930084,9383.655702156326
2025-07-07 09:30:00+00:00,NSW1,,,,,,,,,,,91.29322836536504,12476.600345332608,,,,,,,,,,,,,,,
2025-07-07 10:00:00+00:00,NSW1,20.0,0.0,0.0,peak,9.792,76.0,0.0,0.0,0.0,3.096837,105.85788314263888,6952.417702481121,<10°C,0.0,0.0,65.39712482465656,90.26596038162344,80.82170093484584,13119.280423941049,11263.383170663104,11110.789222623473,80.0386430530699,64.96576038736043,62.93743153324848,12117.753732428577,10673.29544408905,9460.673693594428
2025-07-07 10:30:00+00:00,NSW1,,,,,,,,,,,77.01485462313259,7354.543450072765,,,,,,,,,,,,,,,
2025-07-07 11:00:00+00:00,NSW1,21.0,0.0,0.0,peak,8.941999,78.0,0.0,0.0,0.0,2.9024127,65.90435595843789,8361.866362961342,<10°C,1.0,0.0,69.68389003984613,91.29322836536504,122.58147511177027,13793.660332492766,12476.600345332608,13600.209963562444,79.44657908867337,72.47441482533317,61.80392985598001,11989.630137623317,11236.493540734138,9423.579640210311
2025-07-07 11:30:00+00:00,NSW1,,,,,,,,,,,39.106279878674506,9238.962651992042,,,,,,,,,,,,,,,
2025-07-07 12:00:00+00:00,NSW1,22.0,0.0,0.0,other,7.9919996,80.0,0.0,0.0,0.0,2.9024127,48.69331002691578,9976.57816305101,<10°C,0.0,0.0,103.5518942056709,77.01485462313259,55.3426450148763,11747.320730111378,7354.543450072765,6631.191914184729,76.38974560272311,75.87485341005369,61.290068229880255,10890.459030442138,11374.990649783029,9449.315818556332
2025-07-07 12:30:00+00:00,NSW1,,,,,,,,,,,48.366345235047326,9280.149084667846,,,,,,,,,,,,,,,
2025-07-07 13:00:00+00:00,NSW1,23.0,0.0,0.0,other,7.092,82.0,0.0,0.0,0.0,2.9024127,32.98937083193932,10217.028695794568,<10°C,0.0,0.0,47.720321700793995,65.90435595843789,50.91604734719515,5445.297623220633,8361.866362961342,8100.771362997834,69.85548030102119,74.94706167704554,61.55152095579555,10115.435299321243,11116.59451587491,9493.906040784308
2025-07-07 13:30:00+00:00,NSW1,,,,,,,,,,,53.44033956965681,9127.332082426132,,,,,,,,,,,,,,,
2025-07-07 14:00:00+00:00,NSW1,0.0,1.0,0.0,other,6.292,85.0,0.0,0.0,0.0,2.52,37.807409535025855,7956.13727977834,<10°C,0.0,0.0,50.61437286911326,48.366345235047326,33.559522476085014,7585.409138882902,9280.149084667846,8818.310596768344,50.21576488399736,64.77582217034877,61.51874133397564,7985.982173591797,10077.719168743668,9408.597563601206
2025-07-07 14:30:00+00:00,NSW1,,,,,,,,,,,38.333462421376474,8424.079469629203,,,,,,,,,,,,,,,
2025-07-07 15:00:00+00:00,NSW1,1.0,1.0,0.0,other,5.3919997,89.0,0.0,0.0,0.0,2.5455842,46.497787406477656,7783.605483174359,<10°C,0.0,0.0,46.416382809044144,32.98937083193932,49.84365373155592,7136.249948061828,10217.028695794568,8276.455484622535,47.23927487356781,61.814510238145466,61.102443998697744,8446.26127265789,9668.360151550014,9407.149995538595
2025-07-07 15:30:00+00:00,NSW1,,,,,,,,,,,41.139736912008296,7802.217410852273,,,,,,,,,,,,,,,
2025-07-07 16:00:00+00:00,NSW1,2.0,1.0,0.0,other,4.442,94.0,0.0,0.0,0.0,2.8799999,33.48414711221517,10077.051827633692,<10°C,0.0,0.0,29.861381638216752,37.807409535025855,61.76742087914837,8206.972217617196,7956.13727977834,7966.578873174335,46.62769608036712,58.24158819069415,60.66380993360269,7796.765855004167,8956.100577162704,9459.765964310787
2025-07-07 16:30:00+00:00,NSW1,,,,,,,,,,,57.48287348725488,8515.47457100626,,,,,,,,,,,,,,,
2025-07-07 17:00:00+00:00,NSW1,3.0,1.0,0.0,other,3.6920002,97.0,0.0,0.0,0.0,3.2399998,82.41925899057331,12770.594172201369,<10°C,0.0,0.0,71.72179158347754,46.497787406477656,60.95256207687323,8945.933380418928,7783.605483174359,7748.893637870411,47.75174148616205,52.31158194314415,59.96596675994095,8375.17628714334,8558.272207765633,9525.112939737392
2025-07-07 17:30:00+00:00,NSW1,,,,,,,,,,,78.2962734818014,10981.437108374694,,,,,,,,,,,,,,,
2025-07-07 18:00:00+00:00,NSW1,4.0,1.0,0.0,other,3.392,100.0,0.0,0.0,0.0,2.7416782,100.19121338810484,12753.366573001498,<10°C,0.0,0.0,48.733724027241976,57.48287348725488,55.71088217622341,8749.533016778254,8515.47457100626,5690.737221760343,57.011270356379875,52.12527261497385,61.064926311591165,8426.83078285407,8436.546027755981,9567.810046867336
2025-07-07 18:30:00+00:00,NSW1,,,,,,,,,,,92.37174950695427,11455.403509591211,,,,,,,,,,,,,,,
2025-07-07 19:00:00+00:00,NSW1,5.0,1.0,0.0,other,3.092,100.0,0.0,0.0,0.0,2.6208394,65.39712482465656,13119.280423941049,<10°C,0.0,0.0,67.89298458240825,82.41925899057331,35.46992486088068,8427.53908117994,12770.594172201369,9139.52851998212,55.33842806760067,50.98306207398389,61.5707647157436,8278.960295787732,8037.863075395951,9494.456985701489
2025-07-07 19:30:00+00:00,NSW1,,,,,,,,,,,74.29160707705621,10603.374447170228,,,,,,,,,,,,,,,
2025-07-07 20:00:00+00:00,NSW1,6.0,1.0,0.0,other,2.9420002,100.0,0.0,0.0,0.0,3.319036,69.68389003984613,13793.660332492766,<10°C,0.0,0.0,49.01990199174048,92.37174950695427,49.65636984148345,7479.0227445878445,11455.403509591211,7686.264240237425,49.537312856423235,50.10499136105227,61.80363746691944,8234.008762694428,8312.039200810686,9532.885686625885
2025-07-07 20:30:00+00:00,NSW1,,,,,,,,,,,71.38320887785613,11218.741382433249,,,,,,,,,,,,,,,
2025-07-07 21:00:00+00:00,NSW1,7.0,1.0,0.0,other,2.992,99.0,0.0,0.0,0.0,3.396233,103.5518942056709,11747.320730111378,<10°C,0.0,0.0,50.59855445020003,65.39712482465656,72.60103324754537,8731.307900156642,13119.280423941049,13848.588272530276,54.15341077281329,55.582340564596585,62.28256535927784,8217.34552187536,8322.088152364715,9417.864256703702
2025-07-07 21:30:00+00:00,NSW1,,,,,,,,,,,91.70755171511532,12534.359667224568,,,,,,,,,,,,,,,
2025-07-07 22:00:00+00:00,NSW1,8.0,1.0,0.0,other,3.9919999,96.0,0.0,0.0,29.0,3.219938,48.032427454985765,11809.712048532578,<10°C,0.0,0.0,95.58957208074855,69.68389003984613,90.26596038162344,8327.559636265534,13793.660332492766,11263.383170663104,69.83418931244229,62.586308690021475,62.315055713908585,9482.70856704622,8880.834431416977,9439.749213878284
2025-07-07 22:30:00+00:00,NSW1,,,,,,,,,,,47.720321700793995,5445.297623220633,,,,,,,,,,,,,,,
2025-07-07 23:00:00+00:00,NSW1,9.0,1.0,0.0,other,6.192,89.0,0.0,0.0,101.0,1.835647,56.73747785170497,7937.180344405051,<10°C,0.0,0.0,78.7736155152075,103.5518942056709,91.29322836536504,12120.160742945369,11747.320730111378,12476.600345332608,86.62245076117925,70.63405844180775,62.76216841162584,10703.735624570332,9326.198707259426,9477.99323606354
2025-07-07 23:30:00+00:00,NSW1,,,,,,,,,,,50.61437286911326,7585.409138882902,,,,,,,,,,,,,,,
2025-07-08 00:00:00+00:00,NSW1,10.0,1.0,0.0,other,9.191999,80.0,0.0,1166.7094,213.0,3.6179552,46.416382809044144,7136.249948061828,<10°C,1.0,0.0,75.09043793274127,47.720321700793995,77.01485462313259,10684.942318857098,5445.297623220633,7354.543450072765,98.6000184945339,76.37671463367359,63.9196092147889,11683.41887457129,9950.382198223326,9599.55990556172
2025-07-08 00:30:00+00:00,NSW1,,,,,,,,,,,51.77360661834199,8002.043938447786,,,,,,,,,,,,,,,
2025-07-08 01:00:00+00:00,NSW1,11.0,1.0,0.0,off-peak,10.792,77.0,0.0,0.0,190.0,5.506941,29.861381638216752,8206.972217617196,10-15°C,0.0,0.0,70.67082604825224,50.61437286911326,39.106279878674506,9715.117814425255,7585.409138882902,9238.962651992042,78.56669740105578,80.55358379090575,63.48913404215528,9733.646952123172,10055.888420121715,9581.946315031537
2025-07-08 01:30:00+00:00,NSW1,,,,,,,,,,,29.378640964009023,6903.986506596361,,,,,,,,,,,,,,,
2025-07-08 02:00:00+00:00,NSW1,12.0,1.0,0.0,off-peak,11.792,74.0,0.0,0.0,180.0,7.928178,71.72179158347754,8945.933380418928,10-15°C,0.0,0.0,51.63253091825443,51.77360661834199,48.366345235047326,6503.820138979856,8002.043938447786,9280.149084667846,69.94253699111565,82.83419730072204,63.89653651310135,8554.820372572398,9835.0650588454,9511.70019425543
2025-07-08 02:30:00+00:00,NSW1,,,,,,,,,,,55.041304085685,9442.588663001508,,,,,,,,,,,,,,,
2025-07-08 03:00:00+00:00,NSW1,13.0,1.0,0.0,off-peak,12.292,75.0,0.0,0.0,178.0,9.726665,48.733724027241976,8749.533016778254,10-15°C,0.0,0.0,65.14495845222731,29.861381638216752,32.98937083193932,8302.440697545568,8206.972217617196,10217.028695794568,60.15299897573073,79.3765087351323,64.33628523105412,7649.210200478451,9666.314537524871,9430.14862518511
2025-07-08 03:30:00+00:00,NSW1,,,,,,,,,,,69.29917689545749,8091.4040491494225,,,,,,,,,,,,,,,
2025-07-08 04:00:00+00:00,NSW1,14.0,1.0,0.0,off-peak,13.191999,75.0,0.0,0.0,202.0,10.440001,45.95708501626049,7432.014669719417,10-15°C,0.0,0.0,54.09730929367189,71.72179158347754,37.807409535025855,6302.553380419183,8945.933380418928,7956.13727977834,57.25787845503576,74.04770928499299,64.96034163826727,7538.961096612751,9165.281568705645,9418.878005343597
2025-07-08 04:30:00+00:00,NSW1,,,,,,,,,,,67.89298458240825,8427.53908117994,,,,,,,,,,,,,,,
2025-07-08 05:00:00+00:00,NSW1,15.0,1.0,0.0,other,13.542,77.0,0.0,0.0,152.0,9.726665,45.10629379855078,7530.682294897854,10-15°C,0.0,0.0,62.335905633500495,48.733724027241976,46.497787406477656,8649.928080670134,8749.533016778254,7783.605483174359,55.520840744804296,66.21497911622053,65.4087585816264,7684.75313785572,8510.658243213486,9407.90567474317
2025-07-08 05:30:00+00:00,NSW1,,,,,,,,,,,49.01990199174048,7479.0227445878445,,,,,,,,,,,,,,,
2025-07-08 06:00:00+00:00,NSW1,16.0,1.0,0.0,other,14.542,62.0,0.0,75.230255,117.0,11.183201,50.59855445020003,8731.307900156642,10-15°C,0.0,0.0,55.20847641891712,67.89298458240825,57.48287348725488,8716.86299105147,8427.53908117994,8515.47457100626,53.425384055868385,56.78919151579956,65.29150804362517,8303.498606663909,7976.354403571181,9434.568319833375
2025-07-08 06:30:00+00:00,NSW1,,,,,,,,,,,38.64905729937938,9803.485885624872,,,,,,,,,,,,,,,
